tag,Q,A,src
question,연애초기인데 마스크 스킨쉽 어떻게생각함?,에 마스크 뽀뽀?,fmkorea
question,프로포즈용 반지에 어느정도 투자해야할지 감이 안 옴,프로포즈 할 목적으로 다이아 전문 매장을 갔는데 마음에 드는 디자인을 선택하니까 비용으로 400 ~ 500 선이었음,fmkorea
talk,"확실히 사회생활 하면 회사에서 썸이 많음,,,,",남초직장이라 공감이 잘 안됨 ㅠㅠ 부럽,fmkorea
breakup,헤어졌네요,안맞는게 뭐였어요?!,fmkorea
talk,나 오늘 차에 치일뻔했는데,사람이 치일뻔했는데 안치인건 다 하늘에서 준 기회야 내가 운명론자라서 그렇긴 하지만 오늘 사고 안난건 한번 더 잘 살아라고 기회를 준거일거야 잘 살아봐요,fmkorea
talk,환승연애2 보는중인데 해은이 짠하면서 웃기네,ㄹㅇ 승무원상 그 자체임,fmkorea
talk,여자친구랑 같이 게임 하고싶으면 잇테이크투 이거 하세ㅁㅁ,"우리 플스로 하는중 ㅋㅋㅋ 개졸잼임 근데 여캐가 좀더 컨트롤 어려운거같아,,",fmkorea
talk,햅삐뉴이어!!,새해복많이받고 아프지마요ㅠㅠ,fmkorea
question,빼빼로 12개 3만 5천원,나도 저거 살려다가 품절 되서 못삼 ㅜ 근데 돈 더 주고 사는건 ㅂㄹ,fmkorea
talk,연애질 안한지 6년차인데,ㅋㅋ 저도 4년차라서 공감됩니당,fmkorea
talk,소개팅 2차전간다,그래도 2차전 까지 ㅊㅋㅊㅋㅊㅋ 화이팅이요~,fmkorea
datecourse,코로나 때문에 갖혀서 근무하는 애인데리고 갈 드라이브좀 추천해줘요,수원 월드컵 경기장 공원,fmkorea
talk,회피형 만나지마 진짜로,회피형을 처음부터 거를 수 있는 방법은 없을까 매우 공감함 ㅋㅋ,fmkorea
talk,전남친 기준이 높으면 이후 남자들도 비교하게 됨?,아쉽긴할듯,fmkorea
question,남사친한테 PX에서 핫팩 사다달라는 여친,이 정도는 괜춘!!,fmkorea
datecourse,횐님들 보통 2박3일 제주도 가면 경비 얼마 잡고 가나요?,예전에 친구랑 둘이서 갔을때 2박3일 인당 20만원 잡고 갔어요! 혼자가면 30만원은 생각하셔야할듯,fmkorea
talk,남자 매력어필되는 취미 뭐가 있을까,이세계 아이돌 팬,fmkorea
talk,이야 백익스텐션 미쳤냐,아 싫어하는 거,fmkorea
breakup,헤어지고 들으면 좋은 노래,NELL Good Night,fmkorea
breakup,헤어지고 잘 된 사람 있니 ?,난 아니고 친구 부부가 연애할적에 헤어졌다가 재결합해서 결혼까지 간 케이스긴 함,fmkorea
talk,커플 앱을 쓰자는데 뭐가 좋은질 모르겠음,기분이 좋지 않을까,fmkorea
talk,연애 지겹다 ㅇㅈ?,지겨워보고싶다,fmkorea
talk,일주일에 한번만 만나는데도 뭐 할지 걱정인데,돈 많이 안드는 취미를 같이 시작해봐,fmkorea
talk,어제 여친이랑 싸우고 찔찔 짰어요,왜 쌈남?,fmkorea
question,직장인분들 보통 연애하면 데이트시간 어떻게 내심?,주말에 만나지 주말에 못만나면 평일저녁 퇴근하고,fmkorea
talk,개꿈인거 같은데,호러인데요 ㄷㄷ,fmkorea
talk,나는 여자친구보다 키가 작음,나도 여자친구가 더 큼,fmkorea
talk,나 남자인데 차은우가 왤캐 좋지 ;;,나도 은우 가끔 보면 가슴이 콩닥콩닥해,fmkorea
talk,참 연애라는게 어려운거 같음,그래도 연애 할려고 노력 많이 하나보네 ㅋ 노력 부럽다,fmkorea
breakup,헤어지고 잡고 다시만나고 이제 절연,한쪽이 자격지심 있고 뭔가 편안한 관계가 아니면 길게 가지 못하는 듯 이루어지지 못해서 아쉽겠지만 잘 정리하시고 좋은 인연 만나시기를,fmkorea
datecourse,크리스마스에 다들 어디로감?ㅠ,나홀로집에,fmkorea
talk,이런경우 존버 해야하나요??,나같으면 떠난다 아쉬우면 지가 연락하겠지,fmkorea
talk,오랜만에 꽃샀다,오 이쁘다,fmkorea
talk,연애조건 어떻게 되냐고 물어보면 어떻게 대답함?,그냥 티키타가잘되는 스타일 좋다고해,fmkorea
question,남자친구한테 생일선물 뭐 달라고 해야 할까요 ?,애플워치 ?,fmkorea
talk,39살 23살 커플 어케 생각함?ㄷㄷ,참특이하다ㅎ,fmkorea
talk,후련합니다,딴사람 또 만나면 돼죠!,fmkorea
talk,전여친 사진 지워야하는데 지워지지가 않네요,그거 안지우면 못잊습니다 차라리 컴퓨터 폴더 어딘가에 꿍쳐두고 들고다니는 휴대폰에는 아무것도 남기지 말아요,fmkorea
talk,만날 약속 안잡을거면 소개팅 왜 받는거지,혹시 뭐 알바 같은 거 아닐까요,fmkorea
talk,여자친구랑 헤어지고 썸녀가 생겼다,잘돼서 다행!,fmkorea
breakup,이별한지 한달째,화이팅!,fmkorea
talk,동굴 마렵네,동굴이 뭐임?,fmkorea
talk,어제 술자리에서 빡쳤던거,어 이거 완전 내 얘기?,fmkorea
breakup,오늘따라 정말 많이 보고싶고 목소리도 듣고싶다,나도 해봐야겠다 어차피 차단당했겠지만,fmkorea
datecourse,집데이트 할때 할만한거 추천좀 ㅠㅠㅠ,보드게임 같이 누워서 카드캡터체리 정주행하기,fmkorea
talk,오늘 너무 기분이 좋습니다 진짜 ㅠㅠ,행복한 일만 가득하시길 바랍니다! ㅎㅎ,fmkorea
datecourse,제부도 다녀오려는데요,음식은 취향이지만 조개구이 무한리필만큼은 먹지 마세요,fmkorea
talk,설 선물 뭐함,별로 생각 안하고 있었는데 고민해봐야겠다,fmkorea
talk,너네도 직장상사한테 외모 칭찬 자주 듣냐?,성별이??,fmkorea
breakup,전여친 남친생겼다네요,알잖아 고통스럽고 괴로울거라는거,fmkorea
talk,착한남자인기없다 이건 잘못알고 있는거,ㅇㄱㅁㄸ,fmkorea
talk,이성을 만나면 그 사람 집안을 봐야함,주관적이지만 나는 형제자매끼리도 친한지 보는게 중요하더라,fmkorea
talk,썸녀랑 옷사러왔습니다,ㅋㅋ그래도 덕분에 좀 때깔나겠네,fmkorea
talk,친해지고 싶은 누나랑 얘기하는데,존잘?,fmkorea
talk,여친하고 한번 만나면 얼마나 만나심?,서너시간은 심했다 ㅋㅋㅋ 자취방 데이트하자고 하면 기겁을 하겠네,fmkorea
talk,올해는 이성과 술을 마시고 싶습니다,난 벌써 이뤘는데,fmkorea
breakup,연락하고 싶다,나도 그냥 연락해보고싶엉,fmkorea
question,그렇게 안친한 학교 선배에게 선톡 뭐라하죵,신사답게,fmkorea
talk,길에서 어떤 남녀 스킨십하는 걸 보았다,둘이서 너 욕했겠다,fmkorea
talk,머리를 다시 기를까,남자들 장발 매니 하긴 하던데,fmkorea
talk,주변사람들 결혼생각 있는사람들에 한해 연애할려고 하는게 보임,결혼할 생각있으면 남자도 30중이면 막차인듯해 그래서 노력하는게 아닐까,fmkorea
talk,마음이 쓸쓸할땐 노래를 들어봅시다,이왕 노래 듣기 시작한 거 자욘티 no make up도 부탁해오,fmkorea
talk,어릴때 너무 좋아했던 여자애랑 대화하는 꿈꿨음,라면 먹고 잤어?,fmkorea
question,여의도불꽃축제가시는 분들 내일 10도 정도 될까요?,추울듯?,fmkorea
talk,고시생한테 11시 반 연락은 좀에반가,개오바,fmkorea
question,형님들 피부과 갈때 면도하고 가야됨요?,전 하고 갑니다 피부 관리사 분의 눈이 썩지 않기 위해,fmkorea
talk,확실히 온라인상으로는 아무리 친해져도 한방에 훅 가는듯,ㅇㅇ 이래서 랜선연애가 안됨,fmkorea
talk,나처럼 연애 포기한 사람은 없음?,뭐 덕질해,fmkorea
talk,농담이어도 기분좋은말,농담아님,fmkorea
talk,4등의삶이 최고인듯,그런가 9등까지 있는거야?,fmkorea
talk,나 성년의 날때 좋아하는 누나한테 꽃 받았었는데,그래서 그 누나랑 어떻게 됨?,fmkorea
breakup,헤어졌습니다,소주한잔 마시고 잊어버려 힘내고,fmkorea
talk,친한친구 뒷담화를 여자애들 사이에서 들음,그건 선넘었지ㅇㅇ,fmkorea
talk,오늘 결혼한다!!,오 축하해용,fmkorea
question,이별신호인가요?,혼자 생각하지 말고 대화를 좀 해보세요,fmkorea
question,과CC 비밀연애 이유가 타당해도 자존감이 떨어지는 이유가 뭘까요,잘 얘기해봐 그런걸로 헤어지지말구요,fmkorea
datecourse,비오는 날vs더운 날,차라리 더운 날 비오는 날은 지옥임,fmkorea
talk,여친 오늘 본집갔음,동거함?,fmkorea
talk,나만 카톡 어려움?,ㄹㅇ 나도 대부분의 상대랑 만나서 얘기하는게 더 편함,fmkorea
breakup,헤어졌습니다 ㅎㅎ,오 이별을 덤덤히 받아드리는 당신 멋저욥!,fmkorea
talk,돈없다면서 만나자는건 사달라는거겠지?ㅋ ㅋ,나도 돈없어 ㄱ,fmkorea
question,바프하면 이성한테 연락 많이 온다는데 진짜임?,동성한테는 많이 온다 카더라,fmkorea
breakup,이별했습니다,다시 안보내셔도 될꺼에요,fmkorea
talk,와 4일만에 집 왔는데 보일러 다 끄고 간 내 잘못이다,최소온도로는 켜놓고 가야함 아예 꺼놨으면 배관 얼었을지도,fmkorea
question,난 질투안하고 관대하고 그런 줄 알았는데 아닌듯,어쩔수 없죠 뭐 그렇게 쿨한 사람이면 냉동인간임 ㄹㅇ,fmkorea
datecourse,죽전쪽 따로 분리된 식당카페정보에 2만포 겁니다,따로 분리된 식당이 무슨 의미죠?,fmkorea
question,여자한테 좀 들이댈지 포기할지는 어케정함?,상대방 반응에 따라?,fmkorea
question,20대 초~중반은 남자보다 여자가 연애하기엔 쉬운게 맞음?,여자가 쉽지,fmkorea
question,크리스마스 호텔 비용 반반하시나요??,음 나는 걍 내가 다 낸거같은데,fmkorea
talk,진짜 최악은,잠수이별ㅜㅜ,fmkorea
talk,취준하는 친구 나랑 밥 먹을 시간은 없고 여행 갈 시간은 있구나,상대는 친하다 생각 안했을수도,fmkorea
talk,여친이 붙는옷만 입는데,오 그런옷입고 다른사람 만나러가도 괜춘?,fmkorea
question,차 없는데 꽃 선물 질문점,데이트 내내 들고다닐수있음?,fmkorea
talk,결혼식신혼여행본가처가 다녀옴,바쁘네,fmkorea
talk,지갑 분실,당근 커뮤니티 같은데 올라올수도 있지않나,fmkorea
talk,나 이상한거 맞지?,그런거 다 느낌 표현을 안 할뿐,fmkorea
question,슬픈거 보면 잘 우는 남자,ㅋㅋㅋ울보녀석,fmkorea
question,기념일에 갈 분위기끝장식당 아는사람!,서울이면 전부다 오케이?,fmkorea
talk,삼성페이 본인카드 아니면 등록 안됨?,ㅇㅇ 번호명의랑 같아야할걸?,fmkorea
talk,살찌면 배성재 살빠지면 정해인,지금 몇키론데,fmkorea
datecourse,"영등포, 문래, 신도림쪽에 소개팅할만한 장소 추천 좀",식당을 찾는거야?,fmkorea
question,여자도 자기 인생에서 남자 한명쯤은 그리워 하냐?,당연히 있지,fmkorea
breakup,결국 끝났네요,며칠 사겼어요?,fmkorea
talk,일중인데 주문이없음,바빠지면? 좋겠다 좋은거 맞지?,fmkorea
question,처음인데 티켓값 내는 게 맞을까요?,더치페이 생각해서 물어본거에요?,fmkorea
question,다시 연락하고 싶어졌어요,결혼할 거면 해 아니면 하지 말고,fmkorea
talk,난 진짜 전여친이랑 운명인줄 알았지,사람은 생각보다 공통점이 많습니다,fmkorea
question,다들 환승의 기준이 뭐라고 생각함??,아직 헤어지지 않은 상태로 썸 타다가 우리 사귀자 하는 기류 흐를때 이전 사람과 헤어지고 다음사람으로 넘어가는거,fmkorea
question,보통 전애인 차단이나 사진 삭제 언제함?,한달쯤 지나고나서야 좀 안정되는거같아서 싹다지움,fmkorea
talk,청첩장 돌릴려고 약속 잡는데 현타오네요,ㅜㅜㅜ진짜 슬플듯,fmkorea
talk,좀 어렸을때 다양한 사람을 만나볼걸 그랬다,어릴 때 많이 만나면서 이런저런 사랑 다 해보는게 좋은 것 같음,fmkorea
talk,오늘 무슨 날인가,오늘 16일,fmkorea
question,다들 썸은 얼마나 타시나요,이게 감정을 갖고 여사친으로 몇 달 같이 다니다가 사귀는 케이스도 있어서 애매한 느낌,fmkorea
breakup,ㅋㅋㅋ 환승이별 상대방 왜그럴까요,그런짓하는거 보면 똥차 맞네여,fmkorea
question,독감걸렸다는데 단음식,단팥죽,fmkorea
talk,큰 매력이 없으면 환경이 매우 중요함,난 이것마저 안되는구나 깔깔,fmkorea
talk,온통 월드컵 얘기밖에 없네,우리나라 16강은 갈 수 있을까?,fmkorea
question,겨울 에버랜드 춥겠죠?,에버랜드는 겨울이죠!,fmkorea
talk,소개녀 정리는했고 짝녀만 남았음,설레발ㄴㄴ,fmkorea
talk,하 짝녀 지금 잠수중이야 미치겠어 ㅠㅠㅠ,뭔일 없을 겁니다,fmkorea
talk,이 아이가 더 사랑하는게 느껴져서 미안하네요,아이라고 하실정도면 어느정도 나이차인가요??,fmkorea
breakup,오늘 처음 이별했는데 넘 힘들다,다른사람으로 잊혀짐,fmkorea
talk,설마 솔로인것도 억울한데 크리스마스에 일하는 사람 있냐 ㅋㅋㅋㅋ,저두 ㅠ,fmkorea
datecourse,크리스마스 이브에,에어비앤비 숙소에 올빵 좋은데해서 밥해먹고 놀기,fmkorea
breakup,3년 넘게 만난 사람 헤어짐,그전부터 조짐이 보인거같네요; 잘은모르겟지만,fmkorea
talk,연애는 키보다는 역시 자신감인듯,나도 젊었을쩍 아버지처럼 생겼더라면 연애 잘했을텐데ㅠ,fmkorea
datecourse,행님들~~~대전 데이트 코스 추천 좀 ㅎㅎ,울릉도,fmkorea
breakup,이별이 원래 이렇게 힘든건가??,이별 2주차고 많이 괜찮아졌는데 아직도 순간 순간 그 사람을 평생 못 본다는 생각에 심장이 철렁 내려앉고 울컥하고 그러네요,fmkorea
talk,첫만남에 서로 호감 가는 사람,마무리까지 아름다웠나보군요,fmkorea
talk,생각해보면 나 중딩 고딩때도 모솔이면 심각하게 보는 애들 있던거 같음,고딩때까지는 모솔이여도 상관없다는 마인드였는데,fmkorea
question,님들 보습제에 돈 얼마나 씀?,보습제가 머임 바디로션?,fmkorea
talk,비오니까 전여친 더 보고싶다,비도오고 그래서 니 생각이나서,fmkorea
talk,예쁜 한일커플들 반응 보면 좀 이해 안 가는게,한일 커플보면 다들 잘난 사람임 ㅋㅋ,fmkorea
question,보통 일하는 시간대에는 카톡텀 얼마정도인가요,출근전 한번 밥먹을때 한번 퇴근후 한번,fmkorea
talk,와 카드사 포인트 개꿀이네,그거 포인트 찾아서 현금화 할수있는 사이트있음ㅋㅋ,fmkorea
talk,김필같이 쓸쓸한 느낌의 가수 추전좀요,로이킴 좋드라,fmkorea
talk,머리 짧다가 기르면 아플 수도 있나?,건조해서 그런듯 ??,fmkorea
breakup,전남친 롤,그만 조회해봐,fmkorea
talk,자기관리가 실제로 효과가 있나요?,연애를 하려면 자기관리는 필수에요,fmkorea
talk,헤어진지 4개월 째,전 여친과는 왜 헤어진거임?,fmkorea
question,잘생겼는데 모솔인사람 본적있음?,눈이 높아서?,fmkorea
talk,다들 꿈이 뭐였음?,초등학생 때는 CEO가 멋있는 줄 알고 하겠다고 했다가 고등학교 때는 소설가 되고 싶다고 했다가 지금은 뭐든 좀 취업하고 싶다,fmkorea
talk,남자는 가을 타나요?,가을타나봐 부른사람도 남자다,fmkorea
talk,누구는 술먹고 누구는 공부하고,시험준비하는 사람들의 딜레마,fmkorea
question,지나가다가 3초정도 빤히 쳐다보는건 뭔가요?,너가 보길래 보는거 아녀?,fmkorea
question,케이크 디자인 추천좀!!,요즘 그냥 도안 맡기면 잘 그려주는 케이크집도 많아요 만약에 자주 쓰시는 카톡 이모티콘 있으면 그거 그려달라하면 잘해주심 너무 유치한가,fmkorea
talk,괜찮아 상처는 결국 아물잖아,상처를 굳이 매번 헤집는 성격이여서 피곤한 1인,fmkorea
breakup,이별 후 공부에 집중,집중력 떨어져서 공부못하고 점수도 안나와서 취업도 안됐는데 상대방은 오히려 잘살아서 더 비교되는 미래를 생각해요,fmkorea
question,강남 호텔 조선팰리스 VS 인터컨 파르나스 추천 부탁드립니다,와  비싸네 나같은 박봉은 손 떨리겟다,fmkorea
talk,영하10도인데 치마를 입으면 안춥나요??,스타킹 두꺼운거 신던데,fmkorea
talk,연x 비행기값 왜케 갑자기 올랐지;;;,지금이 가장 저렴한 가격,fmkorea
question,눈오는 날 한강가면 어떰?,뭐 거기에 있는 카페에서 눈 내리는 한강 뷰 보는게 제일 정배 같은데,fmkorea
talk,크리스마스에 방 안 잡으면 보통 뭐함 ??,롤해요,fmkorea
question,손절 하려고 하는데 내가 굳이 티 낼 필요는 없겠지?,손절한 티 내면 좋을거 없음 바닥 좁으면 더더욱 더,fmkorea
question,연애6개월 차인데 벌써 권태기 옴,그럼 보통 회복하기 쉽지않던데,fmkorea
talk,오운완 하체 끝,성함이 오운완인줄,fmkorea
talk,썸을 두명이랑 탈 수 있을까?,경험상 대부분 둘다 안됐음 완벽한 사람은 없는데 비교우위를 저울질 하다 보면 그냥 얜 뭐가 더 낫지 쟨 뭐가 더 낫지 하면서 다 아쉬움 ㅋㅋ,fmkorea
talk,아 연애가 너무하고싶어,잘생긴놈은 백일휴가 나와서도 사귀던데,fmkorea
talk,6월에 군대가는데 여사친한테 2년만에 연락옴,잘갔다와 ~,fmkorea
breakup,헤어진 여자친구가 계속 또 생각나네요,저도 비슷한 경험이 있어서 가슴이 먹먹하네요,fmkorea
talk,가다실9 1차 맞고 왔어요,동지여!,fmkorea
talk,과CC 만 하는애들 있긴있더라 ㅋㅋㅋ,보닌 연애 총 두번 과씨씨 두번,fmkorea
talk,이성과 눈마주치는거는 레알 님이 어느정도 외적인거로는 매력있단뜻임,눈 마주쳤는데 경멸의 눈빛이면?,fmkorea
talk,홍대에 룸술집 추천좀,클럽 거리 맞은 편 국기 달린 술집 주변 ㅇㅇㅇ,fmkorea
talk,여친은 신입생때 못사귀면 이후 사귈 확률이 현저히 떨어짐?,ㄴㄴ 복학하고 기회 더 많았음,fmkorea
datecourse,강남~용인 쪽에 맛있는 빵집 아시는분!,맨날 빵파는덴 아니고 마켓데이 하는 베이킹스튜디오만 앎 ㅠ 지금은 상시판매도 할려나몰겟네ㅠ,fmkorea
talk,외로워 미치겠다,연말 다 와가서 더 그런듯,fmkorea
talk,"내가 좋아하는, 날 좋아해주는 사람 중 선택은 항상 힘들다",날 좋아해주는 사람과 있다보면 어느새 내가 그 사람을 좋아하고 있더라,fmkorea
breakup,방금 헤어졌네요,힘내셈,fmkorea
talk,현재 만나는 여친이 좋은 이유와 안맞는 이유,한번쯤은 가봐,fmkorea
datecourse,63빌딩 vs 코엑스,둘중 그나마 사람 덜 많은곳이면 좋아요 ㅠㅠ,fmkorea
talk,부모님한테 애인 생기면 말함? 언제쯤 말함?,저는 얘기 안해요,fmkorea
talk,아싸 짝녀랑 두번째 데이트로 영화보자고 한거 성공했다,ㅊㅊ 짝이 아니고 썸 아닌가요 축하드립니다,fmkorea
question,형들 썸녀가 친구랑 롯월 갔는데,동성친구랑??,fmkorea
talk,편지지 이거 어때보이시나요?,이뻐여,fmkorea
talk,사진조차 요새 믿을게 못되더라,남자든 여자든 요즘 누가 무보정으로 찍어요,fmkorea
question,먹고싶은거 다사주면 좀 부담되나?,지나가는 말로 얘기했는데 기억하고 잊지않고 있다가 날 사줬다? 감동이지 ㅠㅠ,fmkorea
talk,20대 중반이라 그런지 하루종일 피곤해,가만히 있는 삼십대한테 왜 그래ㅠㅠㅠ,fmkorea
question,어플에서 얘기하는 분들은 뭔 얘기함?,"어디사세요, 지금 뭐하시나요 등등이겠지",fmkorea
question,권태기라는게 극복이 되는게 맞아?,그런 사람이 없진 않겠지만 권태기가 온 이유에 따라 다르지 않을까?,fmkorea
talk,마음에 드는 사람 있으면 무조건 추파 던지고 봐야겠다,맞아 ㅜ너무신중하면 안댜,fmkorea
talk,내가 이상한건가?,소개시켜주려고그런걸수도있지않음?,fmkorea
talk,뭔 연애야 난 세상을 구할거임!!!!!!!!,올 겨울은 메이플월드 각이야,fmkorea
datecourse,"남산타워 추천 코스좀,,,",남산타워 갔다가 이태원가는거 추천,fmkorea
talk,칭찬이 무섭긴하다,어떤 칭찬이길래?,fmkorea
talk,ㅇ 심리학을 알면 좀 더 마음이 넓어질수있는거같음,심리학 유튜브 보고 마음 넓어지기vs헬스 유튜브 따라하고 등 넓어지기,fmkorea
question,고3 짝녀한테 연락 어떻게 해야할까요?,많이 친해요?? 친해지는게 좋은데 친해지려면 련학 자주하는게 좋됴,fmkorea
datecourse,청주 술집 거리 요즘 어디에 있어 형들???,청주살지만 잘모름ㅋ,fmkorea
question,좋아하는 사람 포기하니까 속이 다 시원하네,깨지면서 강해지네,fmkorea
datecourse,대전에 갈만한 데 추천 좀,두부두루치기 맛집있었는데 그리고 광명 이케아 재밌었음,fmkorea
talk,회사 선배가 너도 여자친구가 있는데 난 뭐냐 이러는데,그러려니 해라~ 자존감도 많이 떨어진 거 같은데 넘 뭐라하면 클나요,fmkorea
question,왜 삼프터가 국룰인거야?,세번정도면 가식적인면도 어느정도 보여서?,fmkorea
talk,군대가기전에 혼자 여행갔다올까 하는데요,일본 삿포로,fmkorea
talk,길에서 우연히 애인 본적 있음? ㅋㅋ,우연히 전여친이는 봤었드랬지,fmkorea
talk,피부과에서 여드름관리 컷당함,좋은 병원이네 돈에 눈먼 의사는 바로 레이저 치료하자고 함,fmkorea
talk,낼 여친이 좋아했으면 좋겠다,여친분 행복하시겠네 즐거운 데이트 하세요,fmkorea
talk,코수술 3일차,수술무서워,fmkorea
talk,생각보다 우리주변에 벚꽃나무 많았네,지역이 어디?,fmkorea
talk,3년사귄 전여친아 고맙다,결국 정리하셨나보군요 힘내세요,fmkorea
breakup,헤어졌습니다,그래도 그렇게 솔직하게 빨리 말하는게 상대를 배려하는것 같아여,fmkorea
talk,옛날엔 남친 말 한마디한마디에 엄청 기분이 오락가락 했음,나도 지금도  그럼ㅋㅋㅋ 그래서 진짜 정신과 가보려고,fmkorea
breakup,처음으로 이별했습니다,힘내세요,fmkorea
question,ㅇ 단타 자주 연애 VS 장기 연애 몇번,갠적으론 후자,fmkorea
talk,걍 내 마인드를 바꾸기로함,ㄹㅇ 100번 나음,fmkorea
talk,얘기 하는데 계속 카톡 답장 왜이리 짜증나지,짜증나긴하ㅇㅇ,fmkorea
breakup,헤어질때는 자존심 다버리고 메달려보는것도 좋은경험 같다,죽을만큼 힘들지만 시간만 지난다면 좋은 경험이구나 싶네,fmkorea
question,여자랑 술 먹는디 운다,?? 뭔일이여 ,fmkorea
breakup,여자친구한테 방금 그만 만나자고 연락이 왓네요,바빠서 멀어지다보니 갑자기 식었나봄 글쎄 원래도 마음이 별로 안커서 어차피 식을거였거나 바빠서 여유가없어서 잠시 착각한거라거나 본인만 알겠네,fmkorea
talk,대학생활 하면서 후회했던게,그래서 가만히만 있으면 중간은 간다는 말이 있구나,fmkorea
talk,슈링크? 울쎄라? 이거 효과 있나요,할만함,fmkorea
breakup,후회하지 말자,잘 생각했어,fmkorea
datecourse,와 서울 여행~,저는 덕수궁 광화문 경복궁 갔는데 좋았음,fmkorea
breakup,이별하신 분들 이 노래 한번 들어보세요,비와당신 추천,fmkorea
talk,소모임 추천좀,배드민턴,fmkorea
talk,내가 infp고 여친이 esfp인데,초반에 맞춰가는 과정이 참 힘들죠,fmkorea
talk,불꽃축제 재밌다,사람 엄청 많다던데 잘 보임?,fmkorea
talk,내일 소개팅 있는데,패치 붙이면 될 듯 그거 가지고 이상하게 보면 거르는게 맞는 상대지,fmkorea
talk,1년 1개월 연애 끝,고생했어,fmkorea
talk,님들 애인이 본인생일에 딴사람이랑 놀고싶다고하면 어떰?,삔또나감,fmkorea
question,여자친구 생일선물,디디에 두보,fmkorea
breakup,헤어진지 3주됐는데 너무 맨날 생각남,있을때잘하십셔,fmkorea
talk,근황이 넘 궁금한 여자가 있음,디엠 ㄱㄱ,fmkorea
datecourse,소개팅 요즘 어디서들 하시나요,차 있으면 드라이브,fmkorea
talk,열등감을 가진 분들에게 제가 하고 싶은 말,ㄹㅇ 나도 자기관리하느라 피곤하게 사는데 그게 나한텐 엄청 뿌듯한 피곤함임 ㅋㅋ,fmkorea
talk,아니 ㅋㅋㅋ 남자친구 있냐 물어보는데 말을 안해주냐 ㅋㅋ,???: 없으면 님이 뭐 어쩌게요?,fmkorea
talk,와이프 가방갖고싶다고 찡찡거리는거,그럼 파텍필립 시계 달라고 하세요,fmkorea
talk,아 여자친구 연락이안되네,얼마나 됐는데,fmkorea
talk,공기업 같은 곳 직장떄문에 이사가는 사람들은 연애 어떻게 하냐 ㄷㄷ,인천안양은 별거아닌데? 30분이면 가는거리잖아,fmkorea
talk,잘 맞는게 중요하다고 생각함,그래서 헤어졌네요,fmkorea
talk,친구랑 밥먹으러 가다가 전여친이랑 똑같이 생긴 사람 봄,영화 추천 데자뷰,fmkorea
talk,얘들아 힘내,맞아 힘내,fmkorea
talk,썸씽 만들때 마주보고 앞자리 vs 옆자리 어떤거 더 선호하시나요,어디에 앉아도 될놈될,fmkorea
talk,이성친구한테 애인있는거 숨기는거 흑심품은거아냐?,여친 동기한테도 진짜 예의 없는 행동이고 꼭 여친한테 흑심이 있는게 아니더라도 언제든 환승이별 하려는 준비하는 사람인거같은데 질나쁜 사람인듯,fmkorea
talk,썸 기간 최대 언제까지 해보셧나요,1년끌다 망해봄 ㅋㅋㅋ,fmkorea
talk,연애 경험치가 없으면 소개팅 경험치라도 쌓는게 좋은 듯,ㅇㄱㄹㅇ 꿀팁,fmkorea
question,이미 주름이 생긴분도 콜라겐 주사맞으면 효과있나요?,그런거보다 필러나 보톡스가 더나을걸요 다른 병원 여러곳 상담 ㄱ,fmkorea
talk,인스타 팔로우만 하고 싶은 사람 있지 않음?,전 맞팔아니면 안해서,fmkorea
talk,친구랑 동거얘기 하다가,동거 로망 있음,fmkorea
talk,오늘 지하철에서 이상형봤네 ㅋㅋ,하루에 출퇴근하면서 평균 5번 짝사랑함,fmkorea
talk,환승연애보다가 새벽에 혼자 겁나 울었네,그러게 왜 그랬어항상 연애는 시작하면 상대에게 진심으로 최선을 다해야함 그래야 후회든 미련이든 덜하ㅎㅎ,fmkorea
talk,데이트 또 까임,무슨 관계인데??,fmkorea
breakup,이거 이별이란게 적응이 안대네,원래 그래,fmkorea
datecourse,여자친구랑 부산으로 데이트가요!,랑데자뷰 추,fmkorea
talk,나는 뭔가를 기획하는 일을 하고 싶음,취업이나 하고싶어요,fmkorea
talk,여우같다는거 뭔지 잘 몰랐는데,착한 여우는 뭐임?,fmkorea
talk,번따했는데 카톡으로 대화가 잘 안이어지는것같아요,빨리 얼굴 보자 하고 쇼부 봐야할듯,fmkorea
talk,술먹고 노래방가면 뭔가 잘 안나오지 않음?,노래는 못해서 모르겟다,fmkorea
question,ㅇ 30대 초중반 남자분들 지갑 뭐 쓰시나요,몽블랑인데 지갑 거의 안써서 6년째 멀쩡,fmkorea
talk,아침 출근길 폰 하는 사람 보면 ㄹㅇ 대단함,출근은 아니지만 통학할때 못일어날까봐 안잘라고 핸드폰한적은 있네요,fmkorea
talk,선톡 멘트 뭐가 있어요?,불멸의 뭐해,fmkorea
datecourse,식당 추천부탁해요,홍대 센트럴퍼크 괜찮았어요!,fmkorea
talk,무한대실이 없네요 ㅜ,그냥 숙박 잡으시죠,fmkorea
talk,빼빼로 깊티주는거 부담 될 정돈 아니겠죠??,어차피 깊티 보내도 안받고 반송되는 경우도 많으니 그냥 맘편히 보내고 싶으면 보내,fmkorea
talk,잘생기면 인스타 팔로워수 늘릴수있어?,태그 많이 달아야 하더라,fmkorea
talk,완전 내성적인데 소개팅 어색하지 않게 하는법,싱글이세요? 벙글입니다,fmkorea
talk,인터넷에서 장볼라고 장바구니에 하나하나 넣어두는데,물가는 계속올ㅇㅇ,fmkorea
