tag,Q,A,src
love,애인 더러운 장난 친거야?? 한번 봐줘,드립 같아 그 드립,instiz
couple,손 잡는거 왜 피해?,넘 떨려서?,instiz
love,헤어져야 하는 걸까,나도 그러다 헤어졌어,instiz
love,연애하면 개귀찮은거같아ㅋㅋㅋㅋ,ㅇㅈ 귀찮아,instiz
love,그냥 밥사달라고 연락온거에 기대하면 안되는거지,일단은 기대 말고 나갘ㅋㅋ,instiz
love,ㅇㄴ 사친들 단체로 헤어졌나,우와 그렇구나~,instiz
love,호텔 잡고 친구들이랑 술 마신다는데 왜케 싫지,걍 편하게 놀라고 그러는거 아냐? 집은 좁기도 하고,instiz
love,시계 초침 소리에 잠 못드는 #청자# 있어?,나 가끔 그럴 때 있어ㅋㅋㅋㅋㅋㅋ 그래서 내 방시계 무소음 시곈데 그 소리마저 거슬릴 때 있음,instiz
love,애인이 이제 이쁘다고 안해주네ㅎㅋㅋ,왜 예쁘다고 안 하냐구 귀엽게 말해밬ㅋㅋㅋㅋㅋ나두 말햇섯스,instiz
love,뭔가 끊으려고 하는 카톡이면 그냥 포기하고 다음번을 노리는게 맞아??,다음을 노리는 걸 추천,instiz
love,헤어지고 아무렇지 않다가 후폭풍 쩔게 올 때도 있어?,난 처음에 괜찮으면 나중에 후폭풍도 안오더라구,instiz
love,애인 있는 사람한테 설레 본 적 있음?,ㅇㅇ 결국 내가 사귐,instiz
love,나 예전 연애들 흑역사 인거 ㅜㅜㅜㅜ,에이 그럴수도있쥥 흑역사까지야 ㅋㅋㅋㅋㅋㅋ,instiz
love,취준생 애인한테 어떤 위로해줄수 있을까?,하루정도 시간 낼 수 있으면 맛있는거 먹고 영화도 보고 활동적인거 많이 하는거 추천! 나도 그랬었는데 움직이면서 생각 없애는게 좋더라구 하루정도는,instiz
love,애인 어이없는데 내 잘못이야?,뭐야 자기가 먼저 기대라고했으면서 왜저렇게 말함 ,instiz
love,썸원 테마중에 하나만 골라줘 #청자#들아,이제 곧 봄이니까 빵집,instiz
love,썸남이 모닝콜 해달라고 했는데 해줄까,ㅎㅎ 원래 그런거 아니겠어~?,instiz
love,나 중요한 시험 반년 좀 덜 남았는데 애인한테 시간 가지자 해도 되나,후회하지 말고 있을 때 잘혀~,instiz
love,ESFJ 잘 아는 #청자#들??,내가 본 ESFJ 다 그래,instiz
love,잠만 계속 같이 자도 동거야?,그런걸 반동거라고 하지 않나?,instiz
love,사귄지 1년 넘었는데 추울땐 항상 내옆에 네가 없네,1달 사귀고 군대 기다리는거야? 대단하네,instiz
flirt,모솔 #청자# 주말에 썸남 만나 후하,미친 잘하고와,instiz
flirt,썸남이랑 처음 술마실거 같은데 장소 ㅊㅊ좀 ㅠㅠ,합정?,instiz
love,"애인이랑 인생네컷 찍었는데 내가 너무 행복해보여서 눈물나,,,",일 힘들어ㅜㅜ?,instiz
love,다시는 내가 매달리는 연애 안한다,ㄹㅇㅋㅋ 나도 절대 안해 진짜,instiz
love,20대 후반~30대 초반에 괜찮은 사람은 이미 짝 있다고하잖아,본인이 좋은 사람이면 만날 수 있지,instiz
love,주변 사람들한테 애인 얘기하면 재밌어??,구냥 자랑하고시퍼,instiz
couple,6개월 만났는데 전화 먼저 거는 게 왜 이렇게 어렵지,소극적인 성격이야?,instiz
love,사귄지 얼마안됐는데 데이트비용 얘기 언제쯤 해야돼?,데이트 통장 하고 싶어서?,instiz
love,연락하고싶다,하 나도 난 시간 갖는중인데 돌거같아 ,instiz
wedding,기혼 #청자#들 있을까 결혼준비때문에 사이가 너무 틀어졌어 준비과정에 다들 이랬는지,와 나도 결혼했는데 그런거까지 하나하나 의견이 안맞다니 솔직히 그런게 크게 의견 나뉠일인가 싶긴한데 그정도면 결혼해도 힘들겠다,instiz
love,애인이랑 헤어지기는 싫은데 마음이 좀 뜬 느낌? 경험 있는 사람,나 지금 그런데 아직 해결못했어ㅜ,instiz
love,원래 소개팅 까이면 자존감 내려가?,웅 ㅠㅅㅠ,instiz
couple,현 애인이랑 전 애인이랑 자꾸 비교돼,바람피는 애들이 애정결핍이라 연락도 잘 하고 애정표현도 잘 하고 그러더라고,instiz
love,21살이고 누가봐도 예쁨이면 연애경험 무조건 있지?,5명 중에 3명은 무조건,instiz
love,다들 연애 최단기간이 어느 정도야?,나두 한달 좀 넘게,instiz
love,애인한테 받은 상처가 잊혀지지않아,그정도의 상처면 헤어지는게 나음,instiz
love,여자 사친들은 많지만 키도 크고 잘생긴 남자 어때?,선 잘 긋는다 는건 네 기준이지?,instiz
love,장기연애 다들 어케하는거야?,나두 그래ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 사년차인데 나는 사년쯤 됐으면 안정적이겠지 ? 싶었는데 ㅇㅕ전히 그럼 ㅠ 그래서 그냥 남 신경 안써보려고ㅠ,instiz
love,나한테 호감있던 시절부터 지금까지 표현도 크게 없고 질문도 없는 사람인데 너무 현타가 와,내가 쓴 글인줄 오히려 헤어지면 덜 외로울 거 같아 ㅋㅋㅋ 일단 연애 초기라서 난 조금 더 만나보려고 ㅠ,instiz
love,근데 자기 친구들 부부모임친구모임에 애인 부르는 이유가 모야??,다들 짝 부르면 여럿이서 노니까 재미있어서 ,instiz
love,근데 여자 취미가 만화책보기 게임하기면 정떨?,오히려 게임하는 사람이면 서로 입장 이해되니까 좋지않나 게임하는 거 때문에 싸우는사람도 있잖아,instiz
love,애인 있냐고 물어보는게 호감인가?,오해가능하지,instiz
love,카톡 친삭 했는데 좋아요 누르기 가능해??,어떻게 해???? 친삭하면 안보이지 않아?!,instiz
breakup,와 가스라이팅 개무섭네 ㄹㅇ,나도야 ㅎㅎ 진짜 무서워,instiz
love,아이돌상 VS 배우상,난 아이돌상,instiz
love,애인이 빼빼로 15개나 줬어,너두 저체중이니,instiz
love,본인만의 괜히 한번 눈길 더 가는 이성의 특징 있어?,스타일 좋은 사람,instiz
love,너 없어도 괜찮아!!!!! 나 잘 살 수 있어!!!!!!!,힘내자 쓰나,instiz
love,외박안되는 #청자#들 어떻게 허락받았어??,허락 안받고 그냥 밖에 나가서 놀다가 카톡으로 오늘 친구 집에서 잔다고 통보함 ㅎ,instiz
love,애인때문에 우울증 약까지 먹게 됐는데 뭐라고 하면서 헤어져야할까,뭐 때문에 우울증이 걸렸는데??,instiz
love,애인 자존감이 너무 높으면 어떻게 해?,자존감을 얻고 겸손을 잃었네,instiz
love,나 애인생기면 젤 해보고싶은거 교복입고 롯월,나두 ㅋㅋㅋㅋㅋ,instiz
love,장거리 연애 애인 보고싶다,부산 서울 왕 멀다 ㅠㅠ 나도 경기 광주 2년 넘게 했었던 기억이 ,instiz
breakup,차단당하는건 언제나 멘탈 나가는 것 같아,왜 당함?,instiz
couple,200일 선물 추천좀!!,나이대는??,instiz
love,어느정도 만나야 한결같다 라고 할수있는거같아??,3년이상?,instiz
love,난 맘 완전 크고 점점 커지는데 상대는 나한테 맘없고 미련도 없는거 너무 비참해 #청자#들아 ㅋㅋㅋㅋ ㅠ 매일 울어 그냥,너는 예전부터 그럼 좋아해온거야??,instiz
love,헤어지고 3주만에 새연애 하는거,전연애 얼마나 했는데?,instiz
love,INFP INTP남자 어케 꼬셔?,이쁘면 됩니다,instiz
love,물건 무거운데 여자가 들어준다는거는 뭐야?,남자 겁나게 비실해보였나,instiz
love,난 전애인한테 연락오면 항상 타이밍이 어이없음,다잊을때 쯤이면 연락오는게 국룰이라 그런듯,instiz
love,다수일 때 좋아하는 사람 앞 말고 옆 앉는 이유가 뭐야?,챙겨주기 좋아서,instiz
love,아 고백한거 무를수없나,모르쇠하면 됨,instiz
breakup,캘린더에 생일 표시기능을 갑자기 끌 이유가 있나?,웅 시간걸려,instiz
love,헤어질때 사실대로 말해 아님 둘러말해서 헤어져?,솔직한게 순간이지만 가장 가까웠던 사이에 대한 예의라고 생각해,instiz
love,너무 많이 싸움,원래 싸우면서 맞춰가는거여,instiz
oneside,20살 #(남자)화자# 옆집누나한테 마음생긴거 같은데 어떡해?,그분 애인은 없으시고?,instiz
breakup,하 연락보내고싶다,난 전화는 받더라ㅎㅠㅠㅠㅠㅠㅠㅠㅠㅠ그러면서 날 향한 마음 접었대,instiz
love,난 학벌 좋은 사람한테만 설렘,좋지 뭐,instiz
love,크리스마스때 뭐할 예정이야?,부산가,instiz
love,애인이 셀카나 사진보내면 어떻게 반응해???,ㄱㅇㅇ~ 웬일로 사진보내줘? 함,instiz
couple,"요즘 너무 행복하다,,",축하해 #화자# 즐겨~!,instiz
love,이별후에 전애인이랑 대화한거랑 사진다지워?,잘 지웠어 나두 다 지우는 편이야!,instiz
love,난 왤케 과묵한 사람 좋아하지ㅋㅋㅋ,아 진짜 E인데 극 I 좋아해?? 이유가 뭐지??,instiz
love,애인이 이성관련해서 계속 숨기고 거짓말을 쳐,헤어져야지 숨는거면 자기도 뭔가 캥기는게 있는듯,instiz
love,진심 난 사랑 받을수가 없는 인생인가봐,아직 못만난 것 뿐이야,instiz
love,차이는거 되게 자존감 떨어지게 된다,너는 잘못한거 없어,instiz
love,"빼빼로에 서운한 내가 실타,,, ",빼빼로 어딨냐니까 뭐라는데?,instiz
love,여기 남자 전문직 있어??,주변에 의사 세 명 있는데 세 명 다 게이야^^,instiz
couple,인스타 스타? 잘 아는 거 깨는데 내가 예민한거?,관심 많나보네 좀 깰듯,instiz
love,나한테 상처 준 전애인 분노밖에 안남음,나돈데,instiz
breakup,새해첫날 싸우고 헤어졌다,뭐때매ㅠ,instiz
love,다들 애인이랑 뭐하고놀아?,평소에?? 클스마스에?,instiz
love,곧 26살되는디 연애한번해봣다ㅠㅠ,몇달?,instiz
breakup,헤어진지 두달 됐는데 연락왔어,#화자#는 정리 다 한 거야?,instiz
couple,어쩌다보니 애인이랑 독서토론 하게 됨ㅋㅋㅌㅋㅋ,서로에게 도움되는 연애를 하고 있구남! 오래갔으면 좋겠다! 행복해 #화자#아,instiz
couple,#(남자)화자#인데 나 좋냐니까 귀엽다는게 무슨 의미야?,그냥 다 귀여워보인다는거 아냐?,instiz
breakup,언제쯤 괜찮아 질까,2주째인데도 심장뚫린거가테,instiz
breakup,시간이 답이야?,응 죽을것같아도 시간지나면 내가 왜그랬더라싶어,instiz
love,시간 가지는 중인데 애인 맨날 마주치거든 아는척 해도돼?,그냥 냅둬 번아웃이면 아는 척 안 하는게 나아,instiz
oneside,내 카톡은 안보면서 프사는 빠꼈네ㅠ,으으 이거 너무 싫어 ㅠ 근데 나도 그런 상황 힘내자 우리,instiz
love,애인한테 갈수록 관심이 떨어지면 어떻게 해?,계속 그러면 헤어져야지 뭐,instiz
love,여자 25살 남자 34살 어때?,나이 차이 많이나지 뭐,instiz
love,나 수능 쳤는데 친 날에 사친이 카톡으로 수고했다는 영상을 찍어서 보낸거야,연예인처럼 하고싶엇나??,instiz
love,깔~끔하게 헤어지고 악수하고 안아주고 왔다,멋져잉,instiz
love,일 특성상 애인이 반지를 못껴서 불안해 이해돼?,잘생김?,instiz
love,애인 첫차 생기는데 뭐 주면 좋을까?,나는 차량용 미니 청소기 갖고 싶어 곧 사려고 벼르는 중,instiz
love,다들 싸우는 주기가 어떻게 되니?,3년차 백일단위로 다투다가 500일쯤 그때 큰 고비 넘기고 잔잔하게 잘 만나는중,instiz
love,얼마나 만나면 꽤 만났다는 느낌 들어?,"1년반,,2년?",instiz
love,애인 너무 좋아해서 우울증인가,애인한테 너무 의지하는 것 같은데ㅠㅠㅠㅠㅠㅠ,instiz
oneside,너무 좋아하는데 잘 안될 것 같아,시간이 치유해주길 기다리거나 너무 힘들어지면 고백하고 차이거나,instiz
etc,연애할때 사생활 존중해달라는게 무슨 뜻이야?,개인시간 갖는걸 이해해달라는거 꼬치꼬치 참견하고 집착하지 말고,instiz
couple,애인 있음 다른 이성한테 인스타 팔로도 걸면 안 돼?,학교나 일 관련은 터치 하면 안된다 생각 ㄱㅊ,instiz
love,그저께 연락 시작했는데 오늘 생일이래!,만나서 밥 사주기!,instiz
love,왜 거짓말을 해서 우리가 헤어졌을까,이거 공감해,instiz
love,지금까지 INTJ만 만나봄,오 너는 뭐야?,instiz
couple,돈없어서 취업하고 만나자고 하는거 오바일까?,무슨 사인데,instiz
couple,다들 싸울때나 가끔 헤어지면 어떨지 상상해바?,난 상상해봤어! 싸우고 너무 화나면 상상해보고 그래 헤어지는건 아니다하고 풀고,instiz
love,다들 식거나 권태기인거 상대한테 말해???,약간 돌려서?,instiz
love,나 못생겨서 차인 걸까?,아니 못생겨서 아니고 맘이 식은 거야,instiz
couple,연하 애인 놀리는게 제일 재밌닿ㅎㅎ 장난감 3세 이상 돼있길래,나도 맨날 애인 애기 취급 함 ㅋㅋㅋㅋㅋ라면 물 올렸대서 호들갑 떨어줌,instiz
couple,애인 짱잘인데 이마 진짜 짱넓어 뛰면 약간 뚜껑열리는것같은 M자,와ㅋㅋ 막 앞머리 사수하려고 하지않아??,instiz
love,남자 어디서 만날수 있어,소개받아,instiz
love,ESTP #청자#들아 애착유형이 어떻게 돼?,내 애인 안정형,instiz
love,좋아하는거랑 사귀는거랑 별개일수있어?,타이밍을 노리고있지 않을까,instiz
breakup,내일모레 만나는데 친구한테는 나랑 다시 사귈생각 없다고했대,왜 만나는건데?,instiz
love,커플링 검지나 중지에 끼는거 요즘 유행이야??,어라라 ,instiz
love,애인이 잘못했는데 ㅇㅇ아 이렇게만 오고 말 없는 거 이해 가능해?,얘기 넘어가려 할 때 더 할 말 없냐 해봐,instiz
breakup,아무리 헤어지자고해도 계속 잡으면 그냥 잠수가 답인가,계속 잡을정도면 잠수탔을때 집까지 찾아올수도 있어,instiz
breakup,전애인 새애인 겁나 예쁘네ㅋㅋ,신은 공평해,instiz
love,선물 주려는데 뭐가 더 좋을까??,22 케잌,instiz
love,난 내가 연애에 둔감한 줄 알았거든?,마자 찐사랑 만나면 사람이 바뀌기도 하지ㅎㅎ,instiz
love,애인이 연락처에 #청자# 이렇게 저장하면 어때?,????????????? 너무 시름,instiz
love,애인이랑 인스타 팔로우 안 하고싶어,헉 아니,instiz
love,커플적금 만기돼서 가다실맞기로했어,좋은뎅??? 가다실 주사 디게 아퍼 살살 놔달라해,instiz
love,내 애인 오빠라고 안 부르면 삐져,내 전애인도 오빠라고 안하면 ㄹㅇ 싫어했음 ㅋㅋㅋ,instiz
breakup,아 오빠 보고싶다,진짜 궁금해ㅠㅠ짜증나,instiz
love,근데 ESTJ 가 좋아하는 엠비티아이 뭐인 것 같아?,ISFP ESFP,instiz
love,생각할 시간은 얼마나 갖는거야,2-3일? 길면 일주일?,instiz
etc,애인이 가끔가다 말 좀 싹바가지 없게하면 정떨어져?,난 진심으로 정 떨어짐,instiz
love,도덕적 기준이 진짜 중요한듯,어느정도인디??,instiz
love,애인이랑 1박 2일 놀러갈건데 옷 몇벌 챙겨야할까?,난 입은거 그대로 입거나 한벌 챙겨감!,instiz
love,과선배한테 고백받았는데 한 번 만나볼까,과씨씨를 왜 편하게 만나봐 헤어지면 파국인데 ㅋㅋ,instiz
love,애인이 본인 아는 이성친구랑 매일 카톡하는거 괜찮아?,솔직히 좋진 않은데 믿으니까 굳이 신경 안쓰려고 해,instiz
love,하도영 같은 남자 어때?,나 아까 하도영 생각중이엇는데 ㅋㅋㅋㅋ 개좋음 ㅠㅠ,instiz
couple,20후반 100일 챙겨야 될라나,어휴 생각해보니 200일 300일 만날 수 있을지 없을지도 모르는데 걍 소박하게 챙겨야겠네,instiz
love,애인 전애인 스토리 하이라이트에 애인이랑 짠하는 부메랑 있어,완전 싫을듯 친구로 남은 것도 괜히 싫은데,instiz
flirt,썸 1개월 타고 연애 안 하면 어장이야?,뭐 합의하에 그렇게 오래보는거면 상관없지 그러다 안 사귀면 상대는 시간 정성 돈을 다 날리는거니 달갑지 않은것도 어쩔 수 없고,instiz
love,짝사랑 하고싶다,왜? 짝사랑 맘아프지않아?,instiz
breakup,꿈에 좀 그만 나와,나도 깨면 진짜 같은데 아니고 다시 자도 힘들어 너뭬,instiz
love,남자들 욕하고 시끄러운 여자 싫어하지 않아?,예쁘면 그게 이제 털털한 매력으로 ,instiz
breakup,겹지인한테 전애인 안부 물어보는건 조금 그럴까?,무조건 말함,instiz
love,성격 상극인데 만나는 #청자#들 있어?,예전에는 자주 싸우다가 장거리 되면서 잘 안 싸우게됨,instiz
love,여자가 예뻐도 남자가 사귀다가 이성적 호감이 떨어질 수가 있나?,그럴 수 있지,instiz
breakup,전애인 새애인 생겼네 ㅋㅋㅋ,그러니깐 나만힘들었나봐,instiz
couple,헤어지자 할까봐 서운한거 말 못하겠어,애인이 믿음을 못 주나보네,instiz
love,엔프제 연애방식 진짜 신기하다,맞아 내가 그사람의 행복이 되는게 제일 중요해 그리고 서로 성장하는 구조였으면 좋겠더라,instiz
love,서로한테 도움이 되는 연애라는게 나쁜 말인가?,애인이 너무 예민함,instiz
oneside,나 짝남한테 밥먹자고했는데 좋대!!!!!,축하해~~~~,instiz
love,남자들 좋아하면 결혼얘기 꺼내는 거 국룰인가봐 ㅋㅋㅋㅋ,그렇더라남자들은 걍 대부분 결혼 하고싶어함,instiz
love,주위에 예쁜 여자가 많아서 눈 낮아지는 경우도 있는듯,여동생부터 어나더 클래스야 눈이 없나,instiz
oneside,보통 누가 나한테 관심없는지는 그냥 내 감이 맞는거겠지?,표현하기 전엔 몰라,instiz
love,커플 후드티나 맨투맨 어디꺼가 좋을까ㅠㅠ,우린 아더에러 샀눈데 이쁘더라,instiz
love,사귄지 7일만에 키갈했어근데 기분이 좀 그래,나같아도 정뚝하기 싫다는데,instiz
breakup,굳이 미련 없는데 스토리 다 보고가?,난 미련있음 차단하거나 오히려 안볼거같긴혀내가 그래서,instiz
couple,아 애인한테 애정이 식는중인가봐,보통 그렇지?! 연애 초엔 불타오르기 마련이니까 ㅎㅎ 난 시간이 지날수록 연애와 취미를 균형있게 하게 된다고 생각해~~!,instiz
couple,"ISTJ 인데 궁물 받을게,,,,ㅎㅎㅎ 성심성의껏 답할겡",전애인이 헤어지고나서 카톡배사에 내 사진을 안 지우는데 무슨 심리일까? 까먹을 사람은 아닌데,instiz
love,남자가 간보는지 진심인지 아는법,고백을 갈긴다,instiz
flirt,INTP 답장 5시간에 하나씩 와서 포기했어,5시간에 하나 ㅋㅋㅋ 진짜 웃기네뭔 알람 맞춰놓는 것두 아니구,instiz
love,대학생 직장인 데이트비용 봐줘,남7:여3,instiz
love,남자한테 헌신하지마,성별 관계없이 해당되는 말이지 머,instiz
love,친구가 내 애인 평가해서 오늘 손절함,와우 쿨걸~ 같이 다닐 한 명은 있겠지 걱정마,instiz
love,나도 애인이랑 크리스마스 케이크 하구 싶다,이브에 ㄱ,instiz
love,일주년 선물 ㅠㅠ,나도 고민중  크리스마스랑 비슷해서 간단하게 해줄까 해,instiz
couple,나만 놓으면 끝날것 같은게 느껴지면 헤어지는거 맞지,엉 질질끌다가 정말 후회했음,instiz
love,아니 만난 적도 없는데 왜 혼자 썸타고 애기라고 부르지,킹받을 정돈가,instiz
breakup,송금은 있는데 캘린더에 안뜨는건 모야?,친구삭제일수도? 그리고 차단해도 송금 뜸,instiz
couple,첫연애라 이별하는 방법을 모르겠어 도와줘,다시 회복하고 싶은 생각 없으면 그냥 헤어지자고 해 상황적 여유가 없다는 핑계 대고,instiz
love,가다실 맞을 의향 있댔다가 나중에 굳이 맞아야 하는 이유를 모르겠다는 애인 어떡하지,비싸니까 그럴수도있지 뭐,instiz
couple,애인이 다른 사람한테 흔들리는 꿈꿨어,너무 사랑해서 그런가부다 나도 꾼 적 있음,instiz
couple,#청자#들은 애인이랑 가끔 싸워?,초반에는 좀 싸웠는데 그후로 싸웠다싶을정도로 안싸운지 2년? 넘은듯,instiz
oneside,틈만 나면 내 사진 자꾸 찍는 짝남 어떻게 생각해?,아예 관심없으면 안찍음,instiz
breakup,2주정도 혼자 고민해보다가 헤어지기로 결정한거면 후폭풍이나 재회 힘들겠지?,아무래도 그동안 혼자 맘 정리 다했겠지,instiz
flirt,썸 타는 사람이 신뢰를 안주면 그만해야겠지,웅 난 끝냈어,instiz
love,환승한 사람은 그전에 환승한 경험 있을 학률 높지?,응 그거 습관인 거 알잖아,instiz
love,애인이 사친이랑 선물 주고 받는거 어때?,생일은 ㅇㅋ 였는데 크리스마스는 단체로 주고 받는거 아니면 개 싫음,instiz
love,사람한테 기대도 실망도 없는 사람이랑 연애 이어갈 수 있을까,서로 그런거면 몰라도 한쪽은 기대가 있고 한쪽은 기대가 없으면 누가 맞추는게 불가능한 상황아니려나,instiz
love,#청자#들 좋아하면 돈 많이 써?,ESTP#청자#인데 그렇게 했다가 부담 느끼고 떠나길래 암것도 안사줌,instiz
love,전애인때문에 눈이 너무 높아져서 다음 연애 못할거같아,나도 그랬는데 생기더라,instiz
couple,알뜰한 남자 결혼 상대로 어때?,결혼하면 더 옥죄임,instiz
breakup,상황이 힘들어도 좋아하면 죽어도 안놓는다며,정말 힘들면 다 뭐든 그냥 다 놓고 싶은데 그런 거 아녔을까 싶어,instiz
breakup,프뮤 설정했다후,#화자#가 차였어?,instiz
love,#청자#들기준 연애하면 안될 스타일이 어떤 스타일들임?,자존감 낮은거,instiz
love,진짜 골반 맞냐고 골반 왜케 크냐고 물어보는데 왜 물어봐 ,되게 무례하다,instiz
love,스물네살인데 외박도 맘대로 못하는 애인 어떰 ,답답은 한데 이해는 함,instiz
love,전애인 연락오는거 어케 끊니,차단하면 끝 아니야?,instiz
love,#청자#들은 집 가서 쉴 때 카톡 텀 얼마나 길어??,보통 삼십분~ 한시간? 낮잠자면 두시간 정동,instiz
love,ENTJ 애인 사귀는 사람 있어?,"전남친 엔티제였는데 가능,,?",instiz
love,애인있는데 다른 이성한테 끌린적 있어??,있어 나도 아무 행동은 하지 않았는데 계속 마음이 가서 헤어졌어 결국,instiz
breakup,"차인지 세 달 째, 모든 흔적들 다 지웠다",고생많았어 드디어 !,instiz
love,카톡에 애인있는 티 은은하게 내고 싶은데 어케 할까??? 디데이같은거 말구,뒷모습이나 그림자?? 은은하게 걸친 사진 뭐 그런거? 꽃다발?,instiz
couple,나 호군가?애인이 애인이 걱정해주고 챙겨주는 ? 그런게 부럽대,너도 그런거 좋아한다고말해 쟤도 대놓고말하는데 너도 요구해,instiz
flirt,담배 피는 거 알고 있었으면 줄여달라고 말 꺼내기 좀 그런가?,데이트할 때 안폈으면 좋겠다고 얘기해봐,instiz
love,현애인 전애인 질투나면 어케 해?,첫연애여??,instiz
love,톡으로는 대화 잘 안 하고 전화 주로 하는 사람 있어?,나 카톡보다 전화많이해,instiz
love,전애인은 진짜 나한테 하나도 안아꼈던 사람이었어서 비교돼,그정도면 돈 못내도 이해해줘라,instiz
love,카페에서 간단한 ?뽀뽀도 오바야?,굳이 내가 남이 뽀뽀하는 걸 보고싶지 않아,instiz
oneside,내일 만나기로 했는데 아직 장소도 안정했다,그냥 만날생각 없는 것 같은데,instiz
breakup,마음 완전히 떴으면 얼굴보고 얘기하는거에 안나오겠지???,카톡이나 전화로 이별통보한 상황?,instiz
love,남자가 진짜 사랑하면 자존심 부리지 않지?,웅 내 전남친은 그랬어,instiz
love,여자들이 남자 못사귀는 이유 알아냄;,그렇다고 눈을 낮춰가면서 만날필욘 없잖아 그냥 정서적 공허함 채우려고 만나면 둘다 안좋음,instiz
love,교수님이 너무 잘생겼어,어느대학교야? 편입할래,instiz
couple,애인이랑 2박 3일 뭐할래?,집콕 아니면 아예 여행,instiz
love,진짜 결혼전에 상대 부모님이랑 굳이 보려고도 잘하려고도 하지마라,맞음 굳이 결혼도 안했는데 가서 사박사박거릴 필요없음,instiz
couple,다들 애인 크리스마스 선물 정했어???,지나가는 2년차 커플잉데 난 커플 잠옷 했서,instiz
love,인스타 하는거 취미인 애인 만나본적 있어?,나 인플루언서 지금 만나는 중,instiz
breakup,카톡 차단하면 송금 표시 사라지지?,차단 당한거야,instiz
flirt,고백 전 데이트때 손잡아도 ㄱㅊ을까?,ㅇㅇㅇ다 그럼,instiz
couple,동거중인데 걍 친구같애서 헤어지고싶어 이해돼???,이해됨ㅋㅋ,instiz
love,내 애인은 클래식 좋아해 ㅋㅋㅋㅋㅋㅋ,모가 문제야,instiz
love,전애인이랑 키스한 장면 계속 생각나 죽고시퍼,나도 그래 한 몇명이 번갈아가면서 흑역사처럼 생각나서 베개 겁나 두드리고있음 자다가도,instiz
breakup,차인 사람들 모두힘내자,힘내~~,instiz
love,사친이 답정너에 반응을 너무 잘해줌,아구럼 없던맘도 생긴다고요ㅠㅜ,instiz
love,혹시 어플로 애인 만난 사람있어?,걍 소개받았다함ㅋㅋ,instiz
love,커플링 보통 만난지 얼마되서 했어?,20살때 1년쯤에 했어,instiz
love,나이에 따라서 연애가 달라져?,당연히 어느정도 달라지긴함,instiz
love,20 대 중반 #청자#들은 사귀고 언제부터 카톡 프사에 애인 사진 올려?,안올려,instiz
etc,너네 인스타에서 사진 및 동영상 파는 사람이랑 연애 가능?,개수상해보여서 아니,instiz
couple,애인이랑 무슨 대화해???,사소한 얘기 다 하는 것 같아 오늘 있었던 일 다 얘기하고,instiz
breakup,통보이별 해놓고 다시 연락하는 거 이기적인 거지?,엉 받아줄거아니몃 그냥 안하는게 낫지 어차피 헤어지자는 결론이면 두번 통보할필요 없는데 굳이 연락할필요없어ㅠ 상대 더 힘들게 하는거니까 선연락은 하지말자 ,instiz
breakup,"나 대학교 3학년인데 알바로 월 130? 벌면서 동아리 임원, 전공 4점대,공부, 연애 하고 그랬었는데 종강하니까 행복하다",나도 그렇게 대학 다녔는데ㅠ 그냥 연애 안하니까 훨 낫더라 ㅎ,instiz
love,짝남 금욜에 셤 끝나는 대 만나자고 한다 안한다? 1112222,만나자고 말고 뭐하냐고 물어보는게 나을것같기도,instiz
love,크리스마스 선물 화장품 가지고 싶은거 하나만 여기에 놓고가줭,젤 무난한건 디올 립밤,instiz
oneside,짝남한테 밥먹자고 했는데 거절당했어,힘내ㅜ,instiz
breakup,아 왜 꿈에 나오냐 기분 더럽다,꿈은 반대래!!잊어부려,instiz
breakup,진짜 헤어지길 잘했다,잘헤어졌어 수고했다,instiz
oneside,"30대 조아한다던 20대 #청자# 차엿는데,,,",아 오지콤 오네,instiz
breakup,연말이라 그런가 마음이 헛헛허네 뭔가,아무래도 ㅜㅜ,instiz
love,오래 사귀면 그만큼 깊은 관계라고 볼 수 있나?,많이 좋아하는건 모르겠고 그치,instiz
love,정 확 떨어지는데 헤어질까,와 오바네,instiz
love,ISFJ남 ENFP여,우리커플인데 ㅋㅋㅋ,instiz
love,선봐본사람들 들어와줭 소개팅이나 선볼때 남자 옷 뭐입어 보통?,깔끔룩,instiz
love,오랜만에 만나는건데 왜 안신나냐,나랑 똑같다 #화자#야,instiz
love,애인 있는 사람 좋아한다는데 왜 공감해주는지 모르겠어,나도 이해 안됨,instiz
love,코로나 때매 강제 생이별중,하이고 ㅠㅠㅠ 연락이라도 자주해야겠네 ㅠ,instiz
breakup,연락 왔는데 안읽씹 해야겠다,며칠만에 연락왔어?,instiz
love,상대가 추천친구에서 사라진거면 나 차단한거야?,"차단이거나 차단 풀고 친추 바로 다시 안했거나 등등,, 암튼 상대 친구목록에 없는 건 맞아 캘린더에 생일 뜨지 않는 이상",instiz
love,애인 졸업 선물로 미용실 대신 결제 좀 에바야?,음 될 수 있으면 선물이 나을들,instiz
love,진짜 남매급으로 대하는 여자 동생 손가락 장난으로 깨무는 애인 괜찮아???,찐여동생한텐 절대 안저럼 ㅋㅋㅋ,instiz
love,잇프피들은 썸붕나면 언팔 안 함?,잇프피 특성상 귀찮다고 언팔 안할듯,instiz
love,이성친구랑 일본 간다는거면 헤어지자는말이지?,헤어지잔말이지 ㅋㅋ,instiz
