tag,Q,A,src
breakup,한번 정리하면 끝인 사람한테 조금이라도 빨리 연락해야할까?,나도 그런 사람이랑 헤어졌고 통보당해서 남 일같지가 않네 근데 당장 아니라는 사람을 잡으면 잡힐까 ?ㅠㅠ 만약에 연락하면 어떻게 연락할 생각인데? 상황때문에 헤어진거야 ?,instiz
love,재고따지고 계산적인거 심한 남녀가 만나면 결말이 어떰?,서로 잘맞으면 오히려 괜찮을 걸,instiz
love,애인 핸드폰 알림 같은게 너무 듣기 거슬려 !!,내 기준 좀 예민 꺼달라고 해서 꺼줬고 캘린더 알림까진 생각 못했을 수도 있고,instiz
couple,싸우니까 나랑 약속 취소하고 바로 친구랑 약속 잡아버리네,왜 사겨ㅜㅜ,instiz
oneside,카톡 하트 기능에 너무 많은 의미를 부여하는걸까? IT형 알려줘 ,ISTJ인데 난 하트 맘 없으면 절대 안누름,instiz
love,만난지 한달쯤에 크리스마스인데 적당한 선물 추천좀 ㅠㅠ,받는 사람이 여자?,instiz
breakup,신점 봤을때 인연 아니라고 한 #청자#들 있어?,반대로 인연이라고 한 #화자#들은 다시 만났어?,instiz
love,다들 클스마스 선물 준비했니,케이크랑 커플잠옷,instiz
couple,그만 만나는 게 맞는 거 같은데 계속 만나자는 건 뭔 심리일까,믿고 만나는 게 아니라 그냥 이건 헤어져야 되는 거 아냐? 상대가 그정도까지 말했는데 다시 사귀고 싶은 거야??,instiz
love,사내연애인데 나중에 회사 옮기면 걱정이다ㅠ,다른회사 가서 연락빈도하고 자연스레 맞춰지면 걱정 없어ㅋㅋ,instiz
etc,호감 표시는 하는데 카톡이 무뚝뚝하고 좀 짧아,그거보단 내용이랑 행동을 봐,instiz
oneside,어제 짝녀 술취했을때 손 잡는거 성공함,만취인사람 손잡아봤다고 좋아하고 자랑하는거임?,instiz
love,가족문제로 상황이별한 #청자#들 있어?,나 무슨 일이야?,instiz
etc,"단톡방 다 나가고싶어 #청자#드라,,,,",너무 많을 정도면 본인이 처신을 잘못한건 아닌지 한번 돌아볼 필요도 있지 않나 싶어,instiz
couple,애인 마음이 애매하다고 느껴,나도그래 나는 100일 이제 넘겼는데 서로 연락에도 집착안하고,instiz
love,뭔가 딱 이상형에 부합 하는 사람은 왜 찾기가 힘들까,나도 그러다 결국 이상형 만나긴 했는데 외국인임 허허,instiz
love,요즘 남자들 쌩얼로 다녀 아니면 선크림정도는 발라???,선크림은 바르더라,instiz
love,애초에 자기 스타일인 부분이 있는데 사친이 될 수 있어?,ㅇㅈ 동성이든 이성이든 어느정도 호감이 있어야 친구된다고 생각,instiz
love,나 쉬는날에 새벽에 배달시켜먹는거 좋아하거든? 애인이 나보고 좀 한심하대 맞아?,좀 그래서 어쩌라는거임? ㄹㅇ이해 안가네 왤케 꼽주냐,instiz
breakup,방금 헤어졌다,너무 슬퍼 왜 헤어진거야,instiz
breakup,너무 힘들어,혹시 입맛도 없어?,instiz
etc,다들 지금 애인이랑 어떻게 만났어?,대학교때 단대 스터디,instiz
love,진짜 너무 힘든 연애중인데 어떡해,네가 지금 하는 일이 없어서 그럼,instiz
love,애인한테 서운한거 말하다가 싸웠는데 헤어지재,머 때문에 싸운건데,instiz
breakup,크리스마스 전까지 헤어지려고,왜 헤어지려고 하는데?,instiz
love,잇팁들이 잘생기고 예쁜경우가 많아?,이게 무슨 그저 성격일 뿐,instiz
love,얘들아 이정도 기준 남자도 찾기 힘들어??,다른건 다 가능해보이는데 3번 술 담배 둘다 안하는 사람은 진짜 본 적도 없음,instiz
love,보통 뽀뽀 시도때도 없이 하지 않아?,잘 안 행,instiz
love,ISFP 남자 이상형이 어떻게 돼??,개그 코드 잘맞고,instiz
oneside,같은 과긴 한데 접점이 아예 없으면 어떻게 플러팅해??ㅠㅠㅠ,"친해져야지  근데 그러다가 잘되도 문젠게 ㅋㅋㅋㅋㅋ 헤어져도 얼굴 맨날 봐야뎌~,",instiz
couple,#청자#들은 애인이 얼마만에 사랑한다는말 먼저 해줬어??,한 일이주 돼서 했었는데 내가 반대로 뭔가 부담스럽고 민망했으,instiz
love,애인이랑 있는데 다른사람이랑 몇시간 전화 하는 거 이해 가능?,그럴 거면 왜 만난 거임? 기다리는 사람 생각 안 하나,instiz
love,나 헤어져서 너무 슬픈데 좀 짜릿한 거 없을까,스카이다이빙,instiz
breakup,헤어진지 두 달 괜찮아진 거 같았는데 또 생각나네,ㅋㅋㅋ 난 거의 1년이 다 됐는데도 아직도 생각난다,instiz
love,전썸남인데 일년에 한두번씩 연락옴,외롭 연말 공허,instiz
love,동생 애인분 오늘 처음 뵜는데 충격이였어,동생이 짱잘인가봐!,instiz
love,#청자#들은 만나보고 싶은 MBTI있어??,나 여 엔팁이고 인프제나 잇프피 좋앜ㅋㅋㅋ 잇티제도 좋아,instiz
love,성향이 비슷한 애들이랑 친구라 그런가? 내 주위엔 장기연애밖에 음슴,와 나도야ㅋㅋㅋㅋ 애인이랑 3년 됐는데 내가 제일 연애기간 짧아 ㅋㅋㅋㅋㅋ,instiz
love,난 ㄹㅇ ISFP 수집가인 듯,헐 엠비티아이 뭐야??,instiz
love,애인이 크리스마스 선물 못주는데 나만 챙기는거 좀 그래?,그냥 주고 담에 주면 받든가 하면 되지않아?,instiz
couple,클스마스 선물 2만원짜린 에바지??,안줘도 되겠다 케이크나 먹고 걍 넘겨 ,instiz
couple,서로 어떤 헤어스타일이 제일 예뻤다 멋졌다 얘기 해?,응 전남친이 무슨 호일파마?? 엄청 꼬불꼬불한거 하고왔길래 전에 했던 머리가 더 낫다고 얘기해줬어 다음 머리할땐 그걸로 바꾸더라,instiz
love,집나가서 애인집에 얹혀살면 애인집에 전입신고해?,계속 본가로 해놓고 걍 살면 되지? 꼭 옮겨야하는 상황?,instiz
love,생각정리 되면 얘기하자는건 재회 가능성이 있을까 ?,그런듯 다시 만날 생각 없으면 그냥 끝내겠지,instiz
love,혹시 전애인들한테 몇년 후 연락한 #청자# 있어???,하지뫄,instiz
love,애인이랑 같이 단기알바하는데 넘 재밋다,헐 나두 그랬는데!! 같이 여행자금모으랴구 올 여름방학 때 완전 재밌었어ㅠㅠ,instiz
love,난 여자를 만날 기회가 없어서 연애 못한다고 생각했는데 그냥 못한거였음,외적으로 신경써바,instiz
love,다들 애인이랑 하루에 통화 어느정도해?,거의 안해,instiz
breakup,원래 헤어지고 기억 미화되는거 아니야?,그거 한 3개월쯤되면 미화되 ㅋㅋ,instiz
love,선봐본사람들 들어와줭 소개팅이나 선볼때 남자 옷 뭐입어 보통?,깔끔룩,instiz
love,괜찮게 생각하던 사람이 있었는데 팍 식은 이유,서윗하네,instiz
flirt,내 감정을 모르겠어 대체 뭘까,연락도 할 말이 생각이 안 나 ,instiz
love,헤어지면 커플 인스타 아이디 어떻게 해?,헤어진지 얼마나 됐는데? 나중에 그쪽에서 바뀐 거 보고 마음 아플 바에 난 바로 바꿀 것 같아,instiz
couple,나 너무 호구인가?,차이 얼마 나지도 않고 둘다 학생이면 형편되는대로 내지 뭘 또 남자가 다내,instiz
love,동거중인데 행복하다,미투~ 우린 야식 시켰다,instiz
couple,애인이 요새 연락 잘 안하는데 눈눈이이 에바야?,권태기 아니고?ㅠㅠ,instiz
breakup,한달째 힘들어,나도 걔가 나 잊어간단 생각하면 또 속이 쓰리고 그래,instiz
love,재회하고 잘 만나고 있는 #청자# 이써?,나나!,instiz
love,나도 소개팅하고싶다,대부분 글치 지인이 할래여? 하지,instiz
love,소개팅 앱에 진짜 이상한 사람들 많아??,다 잘려고 하겟지,instiz
love,누가봐도 헤어지자고하긴싫고 니가 날 차라 하고있는데 내가 헤어지자해?,나같으면 짜증나서 걍 참,instiz
couple,연애한지 4개월됐는데 자기 일이나 취미에 더 몰두하는 이유,연애가 우선순위가 아니어서?,instiz
love,사친 사이에 애교 부려?,왜 부림 진짜 사친이면 안 부림;,instiz
breakup,새 사랑을 하기 전까진 너와의 시간에 갇혀 살겠지,굉장히 시적인 표현이다 ,instiz
love,나를 더 좋아하는 사람이랑 연애,그럼 스킨십이나 애정표현은 어떻게 했어??,instiz
flirt,내 썸남 에타 충이었음,으아아아ㅏㅏ,instiz
love,확실히 사람은 자신감이 중요한가봐,와 어떻게 성격이 바뀐거야?,instiz
love,나만 한번 정 떨어지면 회복이 안돼 ?,보통 뭐땜에 정떨어져?,instiz
love,연애하면서 자격증공부 하는 #청자# 있어???,무슨 자격증이길래?,instiz
love,확실히 20대 초반이랑 후반 연애 달라?,직장인이라 다른거같음,instiz
love,둘다 바쁠 때 젤 사이좋음ㅋㅋㅋㅋ,나도ㅠㅠㅋㅋㅋ이래서 바쁜 사람들끼리 만나야해,instiz
love,외모 내 취향 아닌데 극복이 될까?,극복안됨,instiz
love,크리스마스 선물 대체 뭐해야하지ㅠ,내 핸드크림 향 너무 좋아해서 이거 사줄까 고민,instiz
flirt,썸붕 내기 전에 시그널 같은 거 보내는게 좋아?,할 수 있으면 하는 게 좋지ㅜ,instiz
oneside,INTJ들아 혹시 기분 좋을 때 직접 말하는편이야?,아니 잘 안 함 근데 상대방 덕분에 기분 좋으면 표현해,instiz
love,나 첫연애 끝나고 절대 잠 많은 사람 안 만남 진짜,ㅋㅋㅋ 내 남친같네 ㅋㅋ 구라였던 적도 있었어 ㅋㅋㅋ,instiz
breakup,미안해서 이별이 납득이 갔어,나도 나같은 사람 만나주느라 많이 힘들었겠다 싶음 이젠 붙잡지도 못 하겠어 미안해서,instiz
love,애인 어이없는데 내 잘못이야?,뭐야 자기가 먼저 기대라고했으면서 왜저렇게 말함 ,instiz
love,애인이 이성친구 자취방에서 술먹는거 이해해?,이해는 하겟다만 기분은 별로 안 좋고 안 갔으면 좋겟음,instiz
love,애인이 운전하다가 한 행동이 계속 생각나,그게 보복운전이라는거임,instiz
love,아 관심 있는 사람이랑 약속 취소 됐다 ㅎ,속상하겠다ㅠ 다음 약속 못잡았어?,instiz
couple,애인 크리스마스 선물 추천해줘,목도리면 충분하지않아?,instiz
breakup,헤어지고 새로운 사람 만나고 싶기도 하고 전애인이 그립기도 한건 그냥 외로워서야?,"복합적인 거지 허전하니까 다른 새로운 사람 만나서 채우고 싶기도, 전애인이 그립기도",instiz
couple,이모티콘가지고 이러면 너무 예민해??,난 서운 근데 말은 안할듯 근데 서운,instiz
love,애인 아방한 줄 알았는데 생각이 깊네,ㅋㅋㅋㅋㅋㅋㅋㅋ 어땠길래,instiz
love,혹시 권태기로 헤어쟜다가 다시 만난 #청자# 있어?,한 세달만에 연락해서 다시 만났는데 오래는 못가더라,instiz
love,헤어지지 말자고 각서 썼어,ㅋㅋㅋ 나도 옛날에 그랬는데 헤어지면 백만원이당~~ 이랬는데 헤어질 땐 아무소리 안함ㅋㅋ,instiz
love,여자가 데이트비용 내는거 왤케 넷사세같지?!,난 내가 항상 내서 남 연애 상황은 진짜 모르겠다ㅠㅋㅋㅋㅋ 근데 옛날엔 그런 경우가 많았자나,instiz
love,그냥 왠지 모르게 걔도 나 보고싶어한다는 느낌이 계속 들어,잉상대가 #화자# 조아해?,instiz
couple,60일 정도 사겼는데 커플링 맞추는 거 이른가?,한달에도 맞춰봄,instiz
love,다들 헤어지면 인스타 스토리 예의상 안봐?,스토리 볼 순 있다 생각하는데 좋아요 누르는건 좀 신기하넹,instiz
oneside,같은 수업 듣는분 번호라도 물어볼걸 후회된다,종강했어????ㅜ,instiz
love,애인 만나면서 제일 좋았던 기억,ㅋㅋㅋㅋㅋㅋ 귀엽닼ㅋㅋㅋㅋㅋ,instiz
love,애인이 날 만나면서 한번도 사랑한 적 없대,안 사랑하는데 돈 쓰고 시간 쓰고 왜 만났대 웃긴 놈이네,instiz
love,이성친구많은애 좋아해보거나 만나본사람,서로 스트레스야,instiz
love,다들 데이트하기전에 뭐 입을지 의논하구 만나??,아니 우리는 그냥 만나 ㅋㅋㅋㅋㅋ,instiz
love,22살 모쏠인데 풋풋한 연애할 수 있을까,가능한데 그애인이 연애경험이 별로없어야 가능,instiz
love,다들 크리스마스 선물 뭐해?,내가 뭐 만들었오,instiz
love,한 세 달 동안 진전 없이 만나고 연락만 하는거,만났는데도 진전이 없었어? 그러면 사귈정도로 좋은 감정은 아니라는거지,instiz
love,자취하니까 데이트 사라짐,ㄹㅇ 반동거하면 자연스럽게 그렇게 됨,instiz
love,ISFJ 남자한테 까인듯 ㅋ,남자??,instiz
love,누굴 좋아하니까 마음이 더 외로워져,나도 지난주까지만해도 혼자서도 잘살아였는데ㅜㅜㅋㅋㅋㅋ 훅들어와서 힘들다,instiz
love,넷사세 빼고 술 좋아하는 사람은 진짜 믿거야?,본인이 술 안 좋아하는 사람이면 안 맞기 때문에,instiz
love,대학 동기 커플 4년 만났는데 한번도 안 싸웠대,이게 싸움이라고 정의 내리는 기준이 남들보다 높은 경우도 있더랔ㅋㅋ 시비아님,instiz
love,썸과 짝 애매한 관계인데 갑자기 연락이 안돼,자는 거 아냐?,instiz
breakup,내가 마음식어서 찼는데 힘들고 우울하니깐 생각난다 ㅋㅋㅋ,그럼 지금 전애인한테 연락오면 받아줄 것 같아?!,instiz
couple,애인이랑 싸웠는데 내가 이상한거야?,음 근데 우리도 #화자#애인말처럼 해 ㅠㅠ 근데 뭐하고싶냐 뭐먹고싶냐 물어보고 그거 반영해서!! 애인이 우리동네오면 내가 어차피 더 잘아니까 대답한거 토대로 찾아보고 정하는편??,instiz
love,커플들 카페 가면 핸드폰 안봐?,사진찍을때만봄,instiz
love,놀 때 몇명이고 여자있는지 말 원래 굳이안해주나 ?,이성있으면 나도 말하고 애인도 말해주는디  걍 동성이면 친구들만난다고 함,instiz
love,근데 전애인을 왜 보는거야?,ㅋㅋ 미련,instiz
couple,집가면 한두시간 무조건 연락두절되는 애인,무조건은 좀 심한데?,instiz
love,바쁜 애인한테 나 외롭다고 하는거 실례일까?,웅 애인 입장에서 미안하고 화도날듯,instiz
breakup,이별한지 2달차인데 갑자기 우울해,헐 나도ㅠ딱 두달되었는데 전애인은 벌써 새애인 생겨서 더 우울하다,instiz
love,아니  연애 하고 싶은데 안할 듯 ㅋㅋㅋ,나도 좀 그렇긴 해혼자있는 행복을 알아버렸당,instiz
couple,친구 애인이 그냥 잠수타버렸는데 어떻게 위로해줘야할까,지혼자 알아서 잘 걸러진거라고 해줘 더 오래 만나고나서 저러는것보다 하루라도 빨리 저런 인간인거 알게 돼서 다행이라고,instiz
breakup,헤어지고 1일 차엔 울었는데 그 뒤로 정떨어짐,#화자#가 차인거야? 언제 헤어진거야? 힘내 #화자#아!,instiz
love,현애인보다 더 사랑했던 전애인이 있어?,원래 아무리 어릴 때 세게 맞았어도 방금 맞은 게 더 아프고 강렬한 법임,instiz
love,애인한테 전 애인들 인스타 차단하라고 말해도 돼?,응 그냥 말해,instiz
breakup,헤어진지 6개월 넘었는데 전애인한테 새애인 생긴것같아,나도 헤어진지 한달만에 전애인이 새애인 생겨서 마음이 아직까지 안좋다ㅠㅠㅠ함께 토닥토닥하자,instiz
oneside,보고싶다,계속 연락못해?ㅠ,instiz
oneside,카톡만 하는 사이면 어장인거지?,기간 어느정도 되었어??,instiz
love,남녀혼성 술자리 보내준다? 안보내준다?,안돼!!!!!,instiz
breakup,헤어진지 일년인데 연락오네ㅋㅋㅋㅋ,뭐라는딩?,instiz
love,다정하고 친절하게 하지 말고 무뚝뚝하게 대해줬으면 좋겠다,뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋ 상대방이 다정보스?,instiz
love,장거리 연애인데 전화로 이별통보 에바야?,별로? 장거리면 어쩔 수 없지 카톡이별 보단 나은거 같은데,instiz
couple,결혼하면 다들 돈 관리 어떻게 해?,그건 남들이 어떻게 하냐에 따라보다는 ,instiz
love,오다 주웠다 라는 말,약간 옛날에 츤데레 화법으로 유명했던거 아님?,instiz
flirt,답장 한시간 텀이 썸이야?,세네시간도 아니고 나쁘지 않은디,instiz
love,다들 데이트비용 어케해?,난 직장인이고 남친은 학생이라 7:3?,instiz
love,25살인데 연애 두번 해봤으면 조금 한건가?,내 기준 적은 편,instiz
couple,#청자#들은 보드게임 카페가면 몇시간동안 해??,추리게임 할 때 4시간 찍어봄 근데 다 못끝내서 다시 가서 3시간 더 함ㅋㅋㅋㅋㅋ큐ㅠㅠ,instiz
love,전애인 서운했던 점 적으니 최악?이네 ㅋㅋㅋ,와 왜 사겼어,instiz
oneside,짝남한테 밥먹자고 했는데 거절당했어,힘내ㅜ,instiz
love,지가 마음식어서 찼으면서 왜 힘들어해?,그 사람이 싫어서는 아니라서 좋은 감정이 사라져서인거니 좋았던 우리 모습과 추억이 아쉽고 다신 못보는게 아쉬워서 ㅠㅠ,instiz
love,나 모솔인데ㅠ 궁금한 점!!,무조건 서로 관계정립을 해야지 사귄날짜도 그날 정해지는건데,instiz
love,호감 있는건지 궁금해,"뒤통수 친다는 말의 맥락이 뜬금없으면 호감 있는 거 맞는듯 너도 그 얘가 좋으면 잘해주렴 경험담으로서 말하건대, 찐사랑이야 혹 그렇지 않다면, 다른 여자라도 소개시켜 줘",instiz
breakup,카톡 이별 당했는데 제발 후회해라 ㅎㅎ,얼마나 사귀엇서?,instiz
flirt,썸남이랑 처음 데이트 하는데 스킨십? 플러팅 도와죠,그냥 손 잡기,instiz
love,오랜 논의 끝에 데통 하기로 함!,복학하면 돈이 지금보다 없어지는상황인데 안하던 데통을 하기로 한거야??,instiz
etc,전애인 계속 생각나는데 차단 ㄱ?,나 했다가 전애인도 나 관련된 게시글 사진 싹 다 내린거 보고 더 힘들어졌어,instiz
love,크리스마스 챙기자고 하고 싶어,안챙긴 연애 없었는디,instiz
love,애인한테 오빠라고 부르기가 너무 오글거려 ㅠ,평생 오빠라 부를 사람이 아예 없었어?,instiz
love,난 왜 자기가 어색하고 오글거리지ㅎ,별명 만들어서 부르는게 더 오글거리는데,instiz
love,전애인 너무 보고싶어 어떡하지,"나랑 똑같다 상황,, 4개월에 남친은 빨리 잊을거란거",instiz
love,장거린데 진짜 돈 많이 깨짐다,진짜 장거리에 자취안하면 숙박비부터 지끈지끈이야,instiz
love,결혼한 #청자#들 집안일 분담은 어떤 식으로 하니,맞벌이면 나눠서 주부면 주부가 혼자서,instiz
love,헤어지고 다 끊어야하는 이유 뭐라고 생각해?,미련 없는 것 같다가도 상대가 다른 사람 만나는 거 알게 되면 그때부터 다시 기분 묘해져서 가능한 소식을 알고 싶지 않음,instiz
oneside,짝 연락 텀 길어질 때 마다 너무 속상해,ㅠㅠ 난 지금 20시간째야~~~ 힘내자,instiz
love,"연애라는거진짜 행복한거구나,,,",아 부러워~~~~ 아~~~~~~~ 부러워~~~~~~~~~ 아~~~~~~~~~~ 부러워~~~~~~~~~~~~~~~~~~,instiz
love,집안좋은 남자는 어떻게 만나?? 학벌이 좋으면 자연스럽게 알게 되나??,서울이랑은 상관없음 본인도 그런사람이 돠면 주변에 그런사람 보임,instiz
love,짝사랑을 끝냈어,수고했어 ㅠㅠ,instiz
love,애인 덕질 진짜 재밌다 짜릿해 ,ㄱㅇㅇ ㅋㅋㅋㅋㅋ,instiz
breakup,헤어지고 차단 당하면 다시 연락 올 일 없겠지?,일단 나는 안오고있어ㅠ,instiz
love,서운한 거 제 때 말 안 했는데 내가 잘못한 거야?,ㄴㄴ 성향차이지 모,instiz
love,결혼에 회의감이 많아지네,#화자# 가치관이 그렇다면 그런거지 남들 말에 휘둘릴 필요없다고 생각함,instiz
flirt,썸남이 갑자기 연락을 안보는데 이유가 몰까ㅋㅋ,그냥 외로워서 만난걸수도 잇고 군대생활하다보니 관심히 사라진걸수도 있고,instiz
oneside,매일 같이 있고 싶다ㅠㅠㅠ,나도ㅠㅜㅜㅜㅠㅡㅠㅜㅜㅜㅜㅜㅠㅠㅠ,instiz
love,애인이랑 친구의 잣대를 다르게 하는게 이상해?,낮게봐서가 아니고 내 애인한텐 도덕적 기준이 좀 더 엄격한거 아니야? 나도 그런편인데ㅋㅋ 뭔가 내 애인이면 좀 더 바른 사람이었으면 좋겠는 마음에,instiz
couple,어제 애인이랑 술집 갔는데 선남선녀 커플이라구 해주셨당,"ㅎㅎ좋겠다,,오래오래 예쁘게 만나! 선남선녀커플!",instiz
etc,소개팅으로 두 번 만났는데 걍 연락하지말까,그냥 한 번 더 만나봐,instiz
love,나만 좋아하는거같은연애,일단 진지하게 얘기해보고 노력하지 않는다면 헤어져야지,instiz
breakup,4년연애 끝냈어,수고많았어 너도,instiz
love,애인의 전애인 때문에 스트레스받는데 내가 나쁜걸까,당연히 스트레스지,instiz
love,와우 첫 데이트할 때 꽃다발 사 오는 남자 대박이다,내 입장에선 첫데부터 예쁜 쓰레기를,instiz
oneside,몇개월간 매일 연락하던 짝사랑하는 사친이 갑자기,#화자#가 #(남자)화자#임?,instiz
love,여기서 뭐라 더 얘기할거 없지 ^^ ??,"그럴거면 그냥 끝내는게 낫지,, 너도 기다릴 시간동안 계속 은근히 스트레스 받을거아니야",instiz
couple,입욕젤 VS 입욕제,입욕제,instiz
love,애인이 음식을 입을 안 닫고 씹어,그냥 말해줄 듯,instiz
love,난 남녀사이 친구 절대 없다고 생각함ㅋㅋㅋㅋㅋ,나도 ㅋㅋㅋㅋㅋㅋ 솔직히 조금이라도 마음 있는거같음,instiz
love,ENFP ? 나왔는데 나 조용함,연예인들도 말없고 조용한 사람들 ENFP 은근 많더라 근데 사교성은 다 좋아보임,instiz
love,E 친구들이 듣고 기함한 I 98퍼 인간의 플러팅,근데 내가 저 방법으로 E 꼬셔서 연애성공함,instiz
oneside,??이모티콘을 사줬어,잘 가라,instiz
breakup,타로랑 신점에서 12월에 연락온다더니,와 신기하다 뭐라 왔어?,instiz
love,개발자 애인 취업선물 추천 좀!,키보드나 마우스!,instiz
couple,#(여자)청자#들아 너네도 애인한테 선물 자주해?,웅 뭐먹고싶다 하면 바로 깊티보내고 옷 자주사주고,instiz
couple,사랑할수록 맨날 스킨십하고 싶은 거 정상이야?,진짜 몸만 원하는거지,instiz
love,전애인 소식들었는데 좋은 사람 만났나보다,#화자#도 좋은 사람이라 좋은 사람 만났던 거고 그 분도 좋은 사람이라 또 좋은 사람 만났나봐 이제 #화자#도 좋은 사람 만나겠담,instiz
couple,뭐만하면 말꼬리 물고 늘어지는 애인,아으 피곤해,instiz
love,애인이랑 4년 가까이 만나는 중인데 나한테 단 한번도 서운한 걸 얘기한 적이 없어,눌러두는거,instiz
love,서로 이성친구 다 ㅇㅋ 하는 커플있음 ?,절대 한명이라도 껴있음 ㄴㄴ 이건 사회생활 인간관계 막는건 아니라고본다,instiz
love,사랑은 하고 싶은데 연애는 하기싫어,그런 사람 많아유,instiz
love,#청자#들아 INTP ENFP 파국일거같애?,F가 힘들 듯ㅌㅌ,instiz
oneside,저녁에만 연락이 잘되는데 공부하느라 바쁜걸까?,빠져나와라,instiz
love,종일 연락없으면 걱정안돼?,걱정되지,instiz
etc,ISTP #(남자)청자#이 나한테 너무 적극적인데  믿어도 되나 ?,어떻게든 해볼라구!!!!,instiz
love,애인이 읽씹함,잠결에 보고 잔거같애,instiz
oneside,둘이서 술자리 약속 잡았는데 다른 사람 부르면 걍 가망 없는 거겠징,다른사람 찾자,instiz
love,혼자 땅굴파서 연락안되다가 기분 나아지면 연락하는게 그렇게 잘못이야?,미리 말하면 상관없지,instiz
love,에어팟 프로 1사주는거 어때,난 2가 좋을듯,instiz
couple,크리스마스 때 뭐 입어?,니트에 바지 입고 무스탕 입으면 얼어죽을까 고민 중,instiz
love,남자들 마음 없어도 걍 같이 술 먹구 그럴수잇지 ??,같이 술먹는건 걍 친목이지,instiz
love,영환지 알려주세여!,네이버에 이미지 검색해바,instiz
couple,회사 타팀이랑 저녁 회식하기로 했는데 애인이 간호하러 와달라하면 가?,약속 취소는 좀 그렇지,instiz
couple,ESTJ 남자 사귀어본 적 있어? 어땠어?,난 짜증나고 좋았어,instiz
love,"애인 친구랑 내 친구랑 이어줬다,,",오오 어떻게 이어준거야?,instiz
love,전애인이랑 헤어진지 얼마 안돼서 사귄 #청자# 있어 ?,난 내가 2달인가?헤어지고 사귐,instiz
love,자는 애인한테 뽀뽀 했는데 0.3초 서운하고 설렘,하 행복헤어져,instiz
etc,누가봐도 헤어지는 게 맞는데 다들 못헤어지는 이유가 뭘까?,서로 얽힌 문제나 이해관계? 그동안 만난 정도 있을 거고,instiz
love,너네 잠깐 알던 언니가 썸남 조심하라 하면 어칼거야,나라면 한번 더 물어볼래,instiz
love,썸붕 어떻게 내?,나는 그냥 확실히 해주는게 좋던데 맘 없는데 연락하기 힘들지않아?,instiz
love,밥 먹자고 시험 이후에 물어보는게 좋겠지??,응응 그러자,instiz
love,진짜 바보같은 질문인데 헤어지자고 어떻게 해?,그냥 미안하다고 그만 하고싶다 해,instiz
love,같이 있으면 그렇게 재밌는건 아닌데 자꾸 만나고싶음,편안하고 안정적인 연애를 하고 있네 #화자#,instiz
love,4년 만났는데 대화가 재미없어,애인이 크게 못난거 없으면 그냥 만나 좋은사람같은데,instiz
breakup,전애인한테 연락하고싶을때마다 생각하는거,전애인한테 연락하고싶은 이유가 뭐야??,instiz
love,내 스타일은 아닌데 끌리는 이유,그런사람 꼭 있어 말로 설명할수없는 느낌아닐까? ㅋㅋ,instiz
love,ESFJ 잘 아는 #청자#들??,내가 본 ESFJ 다 그래,instiz
love,다들 애인이랑 1박 2일이든 외박할때 부모님한테 뭐라말하고 해??,친구들이랑 모임?,instiz
breakup,한달만 시간을 갖자고하면 사실상 헤어지는건가,한달은 거의 그냥 헤어지자는 말이긴 하지,instiz
breakup,홧김에 헤어지자고 한 거 같은데 후폭풍 오길,꼭 와라!,instiz
love,연락하고 싶을땐 어떻게해,해야지 하고 이불뻥뻥차야지뭐,instiz
love,알아들었으면서 되묻는거 너무 짜증남,나도 이거때문에 싸운적 많음 내가 계속 말하는데 계속 물어보는거,instiz
love,잇프피는 회피형이 많아?,난 인프피가 많다고 들었어,instiz
etc,다들 성인애착유형 뭐고 각자 MBTI도 뭐야?,회피 거부인듯,instiz
love,헤어지면 한동안은 서로 SNS 안봐?,엇  나는 미련있어서 봤어 내 전애인도 봄 걔는 미련없고 걍 암생각없이  ㅋㅋ,instiz
love,둘다 I긴한데 엄청 달라,너는 어떤 편인뎅??,instiz
love,아무리 연하남이 좋아도 20대초는 무리이지 않나,완전 에바지,instiz
love,회피형은 회피형끼리 연애했음 좋겠다,회피아일랜드 만들어서 거기서 친구도 사귀고 아예 안나왔음 좋겠음,instiz
breakup,시간 갖는도중에 나도 마음이 식어버렸어,#화자#가 먼저 헤어지자해 그래야 혹여나 나중에 마음 바뀌고 재회 하고 싶어져도 #화자#한테 주도권이 넘어간 느낌일걸,instiz
breakup,헤어지고 한달반됐고 한번보자고 얘기하려는데 시기 언제가 괜찮아?,왜 보자고 하려는거야?,instiz
couple,와 오늘도 지각이네 끝까지 변한 게 없넹,오늘은 근데 진짜일수도,instiz
oneside,짝남 왜자꾸 내 옆자리나 앞자리에 앉는지 모르겠당,몰라서 묻는겨,instiz
love,애인이 놀라나가서 몇시간 정도 연락 없음 연락 다시 해??,그냥 둬 놀고 있느라 그런갑다 혀,instiz
love,사랑한다는 말 잘 안하는 사람 있어?,내 애인도 그래 ㄱㅊ,instiz
love,흐앙 텐션이 넘 다르다구 차였어 ㅠㅠ,그건 상대방이 원래 그런 사람인 거야 잊어버리자,instiz
love,애인이랑 다툰적 다들 있지??,잊어야지 싸운뒤에 어케 해결했는지 앞으로 어떻게 행동해야할지만 기억하는 편,instiz
breakup,#(남자)청자#들아 이별한지 1개월 됐을때 어땠어?,딱 제일 연락하고싶어지는 시기,instiz
love,I 남자가 먼저 고백하는 경우도 있어??,아 특히 여자쪽이 E일경우!!!,instiz
love,어제 재회했다 애인 참고로 ISFJ 인데 먼저 연락옴,헤어진지 얼마나 됐었어?,instiz
